Transaction ID,Timestamp,Sender Name,Sender UPI ID,Receiver Name,Receiver UPI ID,Amount (INR),Status,Vendor Area,GST Registered,Rejection Reason,Vendor Category,GST (%),GST vendor Amount (INR),Monthly Income,Likely GST Rejection Reason,Is Threshold Crossed?
94aa141e-9f72-44e6-a89c-b18cac10ad48,17-06-2024 13:34,Anika Keer,8216661258@okybl,Momo Cart,2394946306@okaxis,9755.14,FAILED,Rajajinagar,Yes,Not Registered for GST,Food,5,487.757,108171.61,Small vendor - under threshold,Yes
96a6ad56-a9ed-4846-aca4-8ec1b347e36c,25-06-2024 21:25,Jivika Som,3366114259@okhdfcbank,Pani Puri Stall,4763420675@okybl,9793.67,SUCCESS,Whitefield,No,Not Registered for GST,Food,5,489.6835,103890.95,Small vendor - under threshold,Yes
f71fe071-6e1b-451a-b920-01bd3269e671,08-06-2024 02:56,Fateh Baria,7347638593@okaxis,Bamboo Chair Seller,2601378232@okhdfcbank,8711.28,SUCCESS,Indiranagar,No,Avoiding Tax,Retail,5,435.564,97095.4,Small vendor - under threshold,Yes
9c2b53dc-67ad-42e7-8e9a-c820ebbff436,15-06-2024 16:52,Jiya Doctor,0127000399@oksbi,Roadside Books,5259795433@okicici,3834.76,FAILED,Indiranagar,No,Prefers Cash,Retail,5,191.738,86856.16,Small vendor - under threshold,Yes
8e0d1d4b-19cb-4cc2-9e31-add15e2cb1c3,13-06-2024 20:10,Siya Devan,5170820251@okaxis,Mini Bakery,2263280899@okicici,6623.49,FAILED,BTM Layout,No,Avoiding Tax,Food,5,331.1745,99927.83,Small vendor - under threshold,Yes
b637de05-3938-4237-aecf-aa84b48d7241,25-06-2024 17:19,Kaira Tak,4023006701@okhdfcbank,Photo Print Stall,5362362942@okhdfcbank,3511.64,FAILED,Whitefield,Yes,Avoiding Tax,Service,18,632.0952,108139.06,Small vendor - under threshold,Yes
edfe1019-862d-449e-b182-67b5456859f2,20-06-2024 21:10,Aniruddh Bal,0667745276@oksbi,Petty Shop,3451825630@oksbi,6323.06,FAILED,Indiranagar,No,Avoiding Tax,Retail,5,316.153,79286.31,Small vendor - under threshold,Yes
507094df-3626-4c20-8de8-a301d7ce4d3d,09-06-2024 17:54,Anahita Korpal,7024829873@okicici,Handicrafts Seller,1794447656@oksbi,8617.89,SUCCESS,Hebbal,No,Prefers Cash,Retail,5,430.8945,131773.59,Small vendor - under threshold,Yes
020c2eb7-8f47-454a-9b02-14ba21afeb3c,02-07-2024 13:07,Samaira Reddy,9502175475@okhdfcbank,Egg Stall,6953227403@okybl,741.65,FAILED,Jayanagar,No,Avoiding Tax,Supply,12,88.998,11806.81,Small vendor - under threshold,Yes
fbc3e382-39c5-4e65-bf1d-9ab5a5e2a22e,10-06-2024 20:03,Nirvaan Din,8202041700@okicici,Mobile Recharge,9092430046@okhdfcbank,7737.8,SUCCESS,Koramangala,No,Prefers Cash,Service,18,1392.804,119156.63,Small vendor - under threshold,Yes
351140eb-618d-4c98-8e30-a04080ff5feb,25-06-2024 15:45,Navya Ahuja,0338057199@okaxis,Street Magician,7312106291@oksbi,6830.86,SUCCESS,Koramangala,No,Prefers Cash,Service,18,1229.5548,67964.91,Small vendor - under threshold,Yes
c4511220-49c6-4e80-8cd5-5b8d722f03f4,07-06-2024 14:20,Lakshit Bose,6762449395@oksbi,Lassi Stall,5028907887@okybl,1910.8,FAILED,Hebbal,No,Not Registered for GST,Food,5,95.54,97730.21,Small vendor - under threshold,Yes
b0cf870b-a20c-461a-9d2a-455359322843,27-06-2024 07:27,Piya Sastry,4949474592@okicici,Street Barber,8131781148@okybl,5836.82,FAILED,Rajajinagar,No,Not Registered for GST,Service,18,1050.6276,102893.42,Small vendor - under threshold,No
4bdc26b9-eca0-440e-b07a-7e81347708a7,18-06-2024 14:00,Emir Choudhry,1796945527@okicici,Kirana Store,8813153259@oksbi,6197.11,SUCCESS,Indiranagar,No,Avoiding Tax,Retail,5,309.8555,75760.41,Small vendor - under threshold,Yes
bc2a5de0-7d21-4e1e-89b1-5d94d8e4b62c,13-06-2024 15:06,Dhanush Madan,2010411304@oksbi,Chaat Stall,2868591206@okicici,1074.51,FAILED,Malleshwaram,No,Not Registered for GST,Food,5,53.7255,108684.91,Small vendor - under threshold,Yes
90b95e21-1dae-49f4-8405-06c5240dcc6c,13-06-2024 10:07,Divyansh Borah,0435674353@oksbi,Small Restaurant,8834991115@okhdfcbank,8050.72,SUCCESS,Indiranagar,No,Avoiding Tax,Food,5,402.536,88760.43,Small vendor - under threshold,Yes
3a4d633d-cd06-492f-b37e-963586066bec,07-06-2024 13:21,Inaaya  Varty,8146280285@okaxis,Petty Shop,8961344174@okicici,221.98,FAILED,Yeshwantpur,No,Prefers Cash,Retail,5,11.099,79286.31,Small vendor - under threshold,Yes
ca065f7d-ae2c-4204-a32c-249c41e1aa69,16-06-2024 03:02,Ryan Bedi,2866914767@okicici,Snack Stall,7874067075@okicici,5022.11,FAILED,BTM Layout,No,Avoiding Tax,Food,5,251.1055,102317.05,Small vendor - under threshold,Yes
4a2e05a1-c027-4702-92a2-27e6a3e90f55,13-06-2024 20:41,Miraan Chandra,1695726240@okicici,Toy Seller,3382655406@okicici,6856.11,SUCCESS,Hebbal,Yes,Registered,Retail,5,342.8055,111276.05,Small vendor - under threshold,Yes
25eaa6a5-0912-4020-9035-cd7d5e219ab2,24-06-2024 14:32,Priyansh Chander,9314080901@okicici,Street Barber,5127520047@okhdfcbank,4980.77,SUCCESS,Hebbal,No,Prefers Cash,Service,18,896.5386,102893.42,Small vendor - under threshold,No
8d02f5f4-6e44-46cc-8584-a488ec7cd107,27-06-2024 18:01,Yakshit Bassi,9921173846@okicici,Coconut Vendor,5917762045@oksbi,7464.16,FAILED,Hebbal,No,Avoiding Tax,Supply,12,895.6992,67556.25,Small vendor - under threshold,Yes
0649b38d-ca15-42e1-8aea-8eeb9f756add,16-06-2024 22:32,Romil Dass,3207700266@okicici,Electronics Repair,3996712743@okhdfcbank,8014.57,FAILED,Malleshwaram,No,Not Registered for GST,Service,18,1442.6226,133576.36,Small vendor - under threshold,Yes
7008ac2a-1431-44c4-b74d-33170bc1ef33,15-06-2024 02:46,Nakul Dua,0860119156@okybl,Chaat Stall,2791182532@oksbi,1343.35,FAILED,Yeshwantpur,No,Prefers Cash,Food,5,67.1675,108684.91,Small vendor - under threshold,Yes
a8770c63-849d-46e4-8bf6-8eadd45443bd,17-06-2024 19:29,Nirvaan Kakar,3123033891@okaxis,Toy Seller,2979772891@okaxis,7122.86,SUCCESS,BTM Layout,Yes,Registered,Retail,5,356.143,111276.05,Small vendor - under threshold,Yes
0300f013-05e6-4dee-8db5-c7f6a2283dec,29-06-2024 06:05,Dishani Walia,4003625325@okicici,Local Butcher,6207596906@okaxis,448.56,SUCCESS,Whitefield,No,Not Registered for GST,Supply,12,53.8272,96606.3,Small vendor - under threshold,Yes
c632fbd3-a704-4c17-83c3-286b9f2b654f,20-06-2024 23:57,Pari Wali,2482117648@okhdfcbank,Auto Driver,3790430860@okhdfcbank,2968.77,FAILED,Whitefield,No,Not Registered for GST,Service,18,534.3786,85232.82,Small vendor - under threshold,Yes
8ca79409-a93b-48be-8e66-e5baf2308530,30-06-2024 05:00,Ehsaan Mammen,4144374197@oksbi,Bamboo Products,1934429761@oksbi,1604.4,SUCCESS,Rajajinagar,No,Avoiding Tax,Retail,5,80.22,89818.54,Small vendor - under threshold,Yes
504019fd-d27f-4f15-881a-cd26e43b7df0,25-06-2024 07:14,Sana Chaudry,7369869661@okybl,Local Butcher,4309441350@okhdfcbank,7631.07,SUCCESS,Hebbal,No,Prefers Cash,Supply,12,915.7284,96606.3,Small vendor - under threshold,Yes
d9c5a2b5-19da-4814-b9ad-923d9d6455e4,06-06-2024 12:20,Biju Bhatt,4674744646@oksbi,Grocery Pushcart,5125835198@okhdfcbank,8463.55,FAILED,BTM Layout,No,Prefers Cash,Retail,5,423.1775,64671.87,Small vendor - under threshold,Yes
13cb6a98-36ed-4899-8c83-d45c1d7e9bd4,08-06-2024 17:32,Pari Brar,8364293331@okhdfcbank,Grocery Pushcart,2618629592@okaxis,650.68,FAILED,Rajajinagar,No,Avoiding Tax,Retail,5,32.534,64671.87,Small vendor - under threshold,Yes
8fa59587-712d-41d8-b359-cd7e2efc5d29,06-06-2024 09:24,Neysa Kapur,0994880172@okaxis,Momo Cart,5643595252@okhdfcbank,7191.47,SUCCESS,Hebbal,Yes,Registered,Food,5,359.5735,108171.61,Small vendor - under threshold,Yes
207db252-0d2f-441a-b8f0-df2e87dc19db,02-07-2024 15:35,Ira Walia,4487535719@okicici,Ironing Service,2162671574@oksbi,7089.01,SUCCESS,Hebbal,No,Not Registered for GST,Service,18,1276.0218,33014.37,Small vendor - under threshold,No
06b1f88e-c7a2-4031-8ebd-d1439726d458,03-07-2024 10:22,Farhan Mani,7837068615@okicici,Vegetable Seller,3251417319@okybl,3798.52,SUCCESS,Jayanagar,No,Prefers Cash,Supply,12,455.8224,5527.64,Small vendor - under threshold,Yes
0d6cd39b-1d52-4cc9-9b2c-180e5b34ca1c,18-06-2024 19:12,Dhanush Goda,3662059415@okhdfcbank,Watch Repair,6736027066@okybl,8751.31,FAILED,Hebbal,No,Prefers Cash,Service,18,1575.2358,79995.93,Small vendor - under threshold,Yes
3954bf61-e16e-4735-a15b-426b0f4c88ce,19-06-2024 06:20,Tarini Vasa,1822603780@okybl,Clay Pot Seller,5952291478@okhdfcbank,1747,SUCCESS,Indiranagar,Yes,Registered,Retail,5,87.35,110868.43,Small vendor - under threshold,Yes
ab1cae2c-504f-4282-ba1d-7952c40e54ae,17-06-2024 04:19,Suhana Kurian,0938147344@oksbi,Handicrafts Seller,3441598165@okybl,7569.06,FAILED,Malleshwaram,No,Not Registered for GST,Retail,5,378.453,131773.59,Small vendor - under threshold,Yes
8b332692-e042-45ac-89c6-222a3e0e2bd3,25-06-2024 18:04,Indrans Dyal,9591595004@okybl,Street Tailor,1500832688@okhdfcbank,7065.82,SUCCESS,Malleshwaram,No,Not Registered for GST,Service,18,1271.8476,105722.99,Small vendor - under threshold,No
81bdc504-a929-403c-9ebc-bf9c71418535,03-07-2024 14:42,Aaina Andra,9783294548@okhdfcbank,Bamboo Products,4311964794@okaxis,3071.35,SUCCESS,Rajajinagar,Yes,Registered,Retail,5,153.5675,3666.91,Small vendor - under threshold,Yes
2795845f-4c8a-4eda-b751-1b1390b1a5d9,02-07-2024 02:54,Myra Bedi,6303697861@okybl,Auto Driver,2126604736@okaxis,788.3,FAILED,Indiranagar,No,Not Registered for GST,Service,18,141.894,19138.63,Small vendor - under threshold,Yes
3a5ac2ac-d21c-40ce-b58a-da455d0a9c1e,01-07-2024 21:21,Aradhya Sachdev,4787766985@okhdfcbank,Bamboo Chair Seller,4037739958@okybl,2426.7,FAILED,Koramangala,No,Not Registered for GST,Retail,5,121.335,12252.05,Small vendor - under threshold,Yes
b2f5bef5-9240-48fb-93a7-30d4fb88c416,21-06-2024 07:11,Yuvaan Koshy,0217532579@okicici,Juice Center,2832979249@okhdfcbank,2271.9,SUCCESS,Malleshwaram,No,Not Registered for GST,Food,5,113.595,52227.99,Small vendor - under threshold,Yes
ac374b95-11f3-43b9-b5b6-ee5b27978698,10-06-2024 05:40,Mehul Dhar,1053313632@oksbi,Battery Repair,5030835660@okaxis,5879.78,FAILED,Koramangala,No,Not Registered for GST,Service,18,1058.3604,82942.5,Small vendor - under threshold,No
85e0f446-4b1d-4fc4-bf42-10f57181d708,23-06-2024 11:43,Vihaan Setty,8268517755@oksbi,Street Cobbler,8353826460@okicici,2059.63,FAILED,Yeshwantpur,No,Not Registered for GST,Service,18,370.7334,42907.31,Small vendor - under threshold,Yes
d89bd33a-b4da-4e62-80a8-0b543d222fd1,10-06-2024 11:48,Siya Shankar,9562962210@okybl,Bhelpuri Stall,6456631898@okicici,4949.15,FAILED,Indiranagar,Yes,Avoiding Tax,Food,5,247.4575,69758.09,Small vendor - under threshold,Yes
21097a39-ae4c-4a6d-8ccd-7a173adb87a8,22-06-2024 22:27,Baiju Koshy,5292375456@okicici,Ice Cream Cart,6993379426@okaxis,6319.05,SUCCESS,Koramangala,No,Not Registered for GST,Food,5,315.9525,76934.42,Small vendor - under threshold,Yes
f169fc71-37f6-43f8-9c53-92f070bc7779,22-06-2024 16:35,Alia Tella,8662907843@oksbi,Roadside Books,3104160475@okicici,1219.14,FAILED,Jayanagar,No,Avoiding Tax,Retail,5,60.957,86856.16,Small vendor - under threshold,Yes
4a4da92f-486e-48d1-ab67-5254b50b505f,14-06-2024 20:50,Heer Konda,6646445190@okhdfcbank,Mini Bakery,3971282148@okhdfcbank,6052.45,FAILED,BTM Layout,Yes,Prefers Cash,Food,5,302.6225,99927.83,Small vendor - under threshold,Yes
3f9dae6e-48b2-435e-bcdb-6221eab19e65,20-06-2024 14:12,Diya Halder,4253085716@okhdfcbank,Tea Shop,1637805486@okybl,8454.42,SUCCESS,Whitefield,Yes,Registered,Food,5,422.721,94100.2,Small vendor - under threshold,Yes
406fb492-466e-4cac-8d67-d4eaf7b3d915,04-06-2024 04:58,Shlok Venkatesh,6974762717@okhdfcbank,Vegetable Seller,3635216656@okhdfcbank,8796.55,FAILED,Hebbal,No,Not Registered for GST,Supply,12,1055.586,58705.31,Small vendor - under threshold,Yes
9d2b9c6d-25f8-442b-8981-0e732cfb1915,24-06-2024 23:12,Ira Chand,7627729176@okhdfcbank,Flower Garland Seller,3639986231@okicici,2999.5,SUCCESS,Whitefield,No,Avoiding Tax,Supply,12,359.94,95955.04,Small vendor - under threshold,Yes
133cef16-1642-4ed7-924a-c41c074d5419,11-06-2024 09:58,Kashvi Shah,4076441660@oksbi,Mobile Recharge,6903315269@okaxis,5568.29,SUCCESS,Rajajinagar,No,Avoiding Tax,Service,18,1002.2922,119156.63,Small vendor - under threshold,Yes
99a4394e-db60-491c-a56b-2efb3106ece8,24-06-2024 17:01,Siya Ramaswamy,4696217142@okaxis,Local Plumber,4839529506@okhdfcbank,2301.23,SUCCESS,Jayanagar,No,Avoiding Tax,Service,18,414.2214,72608.49,Small vendor - under threshold,Yes
6cb4a0b3-6af4-43a7-b836-9b8c00dd494a,23-06-2024 13:22,Lakshay Bahri,8020727352@okaxis,Juice Center,4384753932@oksbi,665.41,FAILED,Malleshwaram,No,Prefers Cash,Food,5,33.2705,52227.99,Small vendor - under threshold,Yes
6f5d1428-4ca9-42a1-9017-f241f403e465,17-06-2024 09:54,Chirag Khare,9491780895@okicici,Auto Driver,2336269924@okaxis,9250.92,FAILED,Rajajinagar,No,Avoiding Tax,Service,18,1665.1656,85232.82,Small vendor - under threshold,Yes
6dd53d45-55e2-4cb8-b2e6-3a46c9faee0b,05-06-2024 18:05,Piya Gopal,4418847643@okicici,Mobile Recharge,7137733360@oksbi,270.33,FAILED,Rajajinagar,No,Prefers Cash,Service,18,48.6594,119156.63,Small vendor - under threshold,Yes
02ac8a64-0f67-4b56-94d7-9e58bdcb83d9,29-06-2024 18:09,Miraan Uppal,6989478043@okicici,Local Butcher,7980965709@okhdfcbank,2534.04,FAILED,Whitefield,No,Not Registered for GST,Supply,12,304.0848,96606.3,Small vendor - under threshold,Yes
9d214c29-e395-4183-8052-f54b1e252cc6,10-06-2024 00:35,Emir Setty,3833152647@okaxis,Bamboo Products,3821796864@okybl,5872.59,SUCCESS,Indiranagar,No,Prefers Cash,Retail,5,293.6295,89818.54,Small vendor - under threshold,Yes
d8e85dc4-2f2d-4453-991c-dc0ef8191c1d,22-06-2024 05:55,Jayan Sahota,1254305403@okaxis,Street Barber,5033200366@okhdfcbank,2745.97,FAILED,Malleshwaram,No,Not Registered for GST,Service,18,494.2746,102893.42,Small vendor - under threshold,No
5c74bcc3-f6b4-4061-9696-fde048d941ba,08-06-2024 06:38,Zoya Sur,8420061883@okicici,Clay Pot Seller,4330002449@oksbi,5307.77,SUCCESS,Rajajinagar,No,Not Registered for GST,Retail,5,265.3885,110868.43,Small vendor - under threshold,Yes
68fb37fb-289e-4339-986c-3ab0a8b57f2e,25-06-2024 17:30,Fateh Chaudhary,3561474796@okicici,Battery Repair,8061409294@oksbi,9666.66,SUCCESS,Hebbal,No,Avoiding Tax,Service,18,1739.9988,82942.5,Small vendor - under threshold,No
84570911-ef8f-4461-a11e-d6343f444b7e,30-06-2024 12:21,Suhana Ramesh,1532341750@okybl,Bhelpuri Stall,1277568868@okaxis,1115.52,SUCCESS,Malleshwaram,No,Avoiding Tax,Food,5,55.776,69758.09,Small vendor - under threshold,Yes
b4372c4b-ec51-4d85-b46a-7793f6fbd6ec,07-06-2024 05:24,Kimaya Sen,9807357076@oksbi,Small Restaurant,8991734880@oksbi,3561.43,FAILED,BTM Layout,Yes,Prefers Cash,Food,5,178.0715,88760.43,Small vendor - under threshold,Yes
d52eb3f2-98ec-4f15-a198-b71237f32969,10-06-2024 08:57,Romil Singhal,3871954853@okybl,Bhelpuri Stall,9660715210@oksbi,359.81,SUCCESS,Indiranagar,Yes,Registered,Food,5,17.9905,69758.09,Small vendor - under threshold,Yes
1d69131f-bb5e-4ae6-8677-a8794b4e8cf8,16-06-2024 04:48,Ritvik Chaudhary,4564417246@okaxis,Grocery Pushcart,9526744143@okaxis,4200.45,SUCCESS,Yeshwantpur,No,Avoiding Tax,Retail,5,210.0225,64671.87,Small vendor - under threshold,Yes
dbc9303f-ade0-4881-aa81-d41439febb86,19-06-2024 03:47,Shanaya Varghese,8832843407@okaxis,Electronics Repair,9276585447@okybl,7277.49,FAILED,Malleshwaram,No,Not Registered for GST,Service,18,1309.9482,133576.36,Small vendor - under threshold,Yes
507121d6-d581-49cc-afd7-149a86d29716,15-06-2024 11:43,Anya Bhatnagar,2665817032@okybl,Flower Garland Seller,1176383390@okaxis,6665.93,SUCCESS,Koramangala,No,Avoiding Tax,Supply,12,799.9116,95955.04,Small vendor - under threshold,Yes
88225b41-971b-4f64-b536-80a805a4c9e3,10-06-2024 17:09,Sahil Gill,2808413224@okicici,Street Barber,0205786522@okicici,8073.56,FAILED,Rajajinagar,No,Prefers Cash,Service,18,1453.2408,102893.42,Small vendor - under threshold,No
f4c78e82-66c1-487a-8b4c-c50a764ddab0,29-06-2024 02:51,Rasha Desai,4700795962@okybl,Petty Shop,6066474461@okhdfcbank,2769.12,FAILED,Koramangala,Yes,Prefers Cash,Retail,5,138.456,79286.31,Small vendor - under threshold,Yes
fa8da4d7-2fd6-4ac8-bbda-37864dbef080,21-06-2024 09:13,Ishita Trivedi,6143115426@okaxis,Plastic Items Seller,5031442088@oksbi,9375.48,SUCCESS,Indiranagar,Yes,Registered,Retail,5,468.774,85134.41,Small vendor - under threshold,Yes
5396964d-8ed8-47a0-9b63-b25f4e49c95d,17-06-2024 04:41,Madhup Sinha,0696082614@okhdfcbank,Photo Print Stall,1797289978@okaxis,1994.68,FAILED,Jayanagar,No,Avoiding Tax,Service,18,359.0424,108139.06,Small vendor - under threshold,Yes
0dee90fa-11e1-4a76-807e-4b7b84c2b595,30-06-2024 14:21,Krish Sampath,2372925137@okhdfcbank,Tea Shop,5258816270@oksbi,4238.12,FAILED,Koramangala,No,Avoiding Tax,Food,5,211.906,94100.2,Small vendor - under threshold,Yes
d6925c0f-d326-44c5-a14b-83e320d907fb,04-06-2024 11:02,Krish Balan,0797407174@okybl,Momo Cart,7753426454@okybl,3897.47,SUCCESS,Rajajinagar,Yes,Registered,Food,5,194.8735,108171.61,Small vendor - under threshold,Yes
9cc100a3-1bfe-447c-8841-8a21ad1f85d0,18-06-2024 00:04,Tejas Khosla,3977158112@okaxis,Battery Repair,0723912802@okybl,7197.01,FAILED,Hebbal,No,Not Registered for GST,Service,18,1295.4618,82942.5,Small vendor - under threshold,No
6583c3b2-ed78-488a-9500-fc80e6e396e5,03-07-2024 02:12,Stuvan Maharaj,9482317970@oksbi,Small Restaurant,7025435456@okaxis,8526.15,SUCCESS,Hebbal,No,Avoiding Tax,Food,5,426.3075,16809.49,Small vendor - under threshold,Yes
3f3289bc-e898-4d1b-95f0-1a8dffcca5e3,01-07-2024 17:32,Zeeshan Chaudhari,8073467732@okicici,Handicrafts Seller,5273892650@okhdfcbank,5354.88,SUCCESS,Rajajinagar,Yes,#NAME?,Retail,5,267.744,12191.48,Small vendor - under threshold,Yes
6f001ec6-fea1-4981-9cd0-d5dec5f615cb,02-07-2024 03:34,Fateh Saha,9298362773@okicici,Watch Repair,4119467709@oksbi,2180.93,FAILED,Whitefield,No,Prefers Cash,Service,18,392.5674,9104.88,Small vendor - under threshold,Yes
fc0d5b67-4bcc-4e51-ae2f-e52f2b95ce87,14-06-2024 10:11,Vritika Jain,0046071051@oksbi,Local Cafe,9129540262@oksbi,6242.22,SUCCESS,Indiranagar,No,Prefers Cash,Food,5,312.111,146760.04,Small vendor - under threshold,Yes
9707d0c5-c1a4-4d64-80b5-d56838682aa1,03-07-2024 09:10,Piya Desai,6576036219@oksbi,Small Restaurant,1134818251@okhdfcbank,4536.07,FAILED,Whitefield,No,Not Registered for GST,Food,5,226.8035,16809.49,Small vendor - under threshold,Yes
823469c7-4370-4da0-9cad-8d201e7dabeb,15-06-2024 08:04,Amani Ratta,1572724981@oksbi,Clay Pot Seller,1762863610@okaxis,1161.01,SUCCESS,Rajajinagar,No,Avoiding Tax,Retail,5,58.0505,110868.43,Small vendor - under threshold,Yes
82d8cf1e-56d5-44af-9503-e77736c780eb,22-06-2024 05:05,Aarna Kulkarni,2827618869@okybl,Bamboo Products,8546905989@okybl,1091.72,FAILED,BTM Layout,Yes,Not Registered for GST,Retail,5,54.586,89818.54,Small vendor - under threshold,Yes
